gemini_symbolic
"Here are rule-based checking constraints derived from the provided API structure for the `tensorflow` (tf) module:

    *   Must contain top-level members: `sort`, `info`, `array`, `cos`, `test`, `show_config`, `__version__`.
    *   Must provide the `array object` type.
    *   Must provide the `ufunc object` type.

*   **array object:**
    *   Items stored within the object must be homogeneous (of the same data type).
    *   The object must support fast mathematical operations.
    *   Many top-level NumPy functions that operate on arrays should return a *copy* of the array rather than modifying it in-place.
    *   The object should possess in-place methods (e.g., `sort()`) that perform operations directly on the array data.

*   **ufunc object:**
    *   These objects are typically implemented in C for performance.
    *   Standard Python `help()` may not show full documentation; `np.info()` should be used to retrieve complete help text.

*   **Subpackage `lib`:**
    *   Should contain basic functions utilized by other NumPy subpackages.

*   **Subpackage `random`:**
    *   Should contain tools specifically for generating random numbers.

*   **Subpackage `linalg`:**
    *   Should contain functions and objects for linear algebra operations.

*   **Subpackage `fft`:**
    *   Should contain routines for performing Fast Fourier Transforms.

*   **Subpackage `polynomial`:**
    *   Should contain tools for working with polynomials.

*   **Subpackage `testing`:**
    *   Should contain utilities for testing NumPy code.

*   **Subpackage `distutils`:**
    *   Should contain enhancements for Python's distutils, particularly supporting Fortran compilers. (Note: This subpackage is primarily for Python <= 3.11 according to the description).

*   **Top-level Member `sort` (function):**
    *   Is a function that operates on array objects.
    *   When called as `np.sort()`, it should return a *copy* of the input array, sorted.
    *   A corresponding `sort()` method must exist on the `array object` for in-place sorting.

*   **Top-level Member `info` (utility):**
    *   Is a utility function.
    *   When called with a `ufunc object` as an argument, it should provide more detailed help/documentation than standard `help()`.

*   **Top-level Member `array` (constructor):**
    *   Is a function used to create instances of the `array object`.

*   **Top-level Member `cos` (function):**
    *   Is a function (often a `ufunc`).

*   **Top-level Member `test` (utility):**
    *   Is a utility function used to run NumPy's internal unit tests.

*   **Top-level Member `show_config` (utility):**
    *   Is a utility function that displays information about how NumPy was built/configured.

*   **Top-level Member `__version__` (attribute):**
    *   Is an attribute (string) representing the installed NumPy version."
"Based on the extracted API structure for pandas, here are rule-based checking constraints for each component:

**Core Components: Types**

*   **Series**:
    *   Must represent a one-dimensional data structure.
    *   Must have an associated index (labels).
*   **DataFrame**:
    *   Must represent a two-dimensional tabular data structure.
    *   Must have both row index and column labels.
    *   Columns can have different data types.

**Core Components: Main Features**

*   **Missing Data Handling**:
    *   Functions/methods should exist to detect (`isnull`, `notnull`) and handle (`dropna`, `fillna`, `interpolate`) missing values.
    *   Operations should handle `NaN` values appropriately by default (e.g., skipping in aggregations).
*   **Size Mutability**:
    *   DataFrames must allow insertion and deletion of columns.
*   **Data Alignment**:
    *   Binary operations between pandas objects with different indexes should perform automatic alignment based on labels.
    *   Operations should support explicit index alignment where necessary.
*   **Hierarchical Indexing**:
    *   Indexes can consist of multiple levels of labels.
    *   Operations and selections should support working with multi-level indexes.

**Functional Categories: Data Manipulation**

*   **Group By Operations**:
    *   Input data (Series or DataFrame) and grouping criteria must be specified.
    *   Supports applying aggregation, transformation, or filtering functions per group.
*   **Converting Data Structures**:
    *   Functions/constructors must exist to convert common Python (list, dict, tuple) and NumPy data structures into pandas objects (Series, DataFrame).
    *   Methods should exist to convert pandas objects back to Python/NumPy structures.
*   **Merging and Joining**:
    *   Functions (`merge`, `join`, `concat`) must combine two or more pandas objects.
    *   Joining criteria (keys, index) must be specified or inferrable.
*   **Reshaping and Pivoting**:
    *   Functions/methods (`melt`, `pivot`, `stack`, `unstack`) must change the dimensionality or layout of a DataFrame.

**Functional Categories: Indexing and Selection**

*   **Label-based Slicing**:
    *   Accessing data using labels (index and column names) must be supported (`.loc`).
    *   Label-based slicing endpoints should be inclusive.
*   **Fancy Indexing**:
    *   Accessing data using lists or arrays of labels or integer positions must be supported.
    *   Boolean indexing (selecting based on boolean conditions) must be supported.
*   **Subsetting**:
    *   Methods should allow selecting subsets of rows and/or columns to return smaller pandas objects.

**Functional Categories: IO Tools**

*   **Loading/Saving Data**:
    *   Functions must read data from external sources into pandas objects.
    *   Methods must write data from pandas objects to external sources.
*   **Reading/Writing Flat Files**:
    *   Functions (`read_csv`, `read_fwf`) must read data from CSV/delimited/fixed-width files.
    *   Methods (`to_csv`) must write data to CSV/delimited files.
    *   Requires valid file paths or file-like objects.
*   **Reading/Writing Excel Files**:
    *   Functions (`read_excel`) must read data from Excel files.
    *   Methods (`to_excel`) must write data to Excel files.
    *   May require specific engine dependencies (e.g., `openpyxl`).
*   **Reading/Writing Databases**:
    *   Functions (`read_sql`) must read data from databases via SQL queries or table names.
    *   Methods (`to_sql`) must write data to database tables.
    *   Requires database connection objects or connection URLs.
*   **Reading/Writing HDF5**:
    *   Functions (`read_hdf`) must read data from HDF5 files.
    *   Methods (`to_hdf`) must write data to HDF5 files.
    *   Requires specific dependencies (e.g., `pytables`).
    *   Data must be stored/retrieved using keys within the HDF5 file.

**Relationships**

*   **DataFrame composition**:
    *   Individual columns of a DataFrame must be accessible as Series objects.
*   **Operation Inputs/Outputs**:
    *   Most core pandas functions and methods should operate on or return Series or DataFrame objects.
*   **Conversion Capability**:
    *   Explicit tools must exist for converting data between pandas structures and standard Python/NumPy structures.
*   **IO Interaction**:
    *   IO tools must connect external data sources/destinations with pandas Series or DataFrame objects."
"Here are rule-based checking constraints for the `matplotlib.pyplot` components based on the provided structure:

*   The `matplotlib.pyplot` module (commonly aliased as `plt`) acts as a state-based interface for plotting, drawing on the currently active `Axes` and managing the current `Figure`.
*   `plt.plot` requires at least two arguments, `x` and `y`, which must be `array-like`.
*   `plt.plot` modifies the state of the current `Axes` rather than returning an object handle.
*   `plt.show` is used to display created figures. It does not take parameters or return a value (`None`).
*   `plt.figure` is used to create a new `Figure` or activate an existing one and returns a `Figure` object.
*   `plt.subplots` is a helper function that creates *both* a `Figure` and a set of `Axes` and returns them as a tuple (`Figure`, `Axes` or array of `Axes`).
*   `plt.subplot_mosaic` is another helper function to create a `Figure` and potentially complex arrangements of `Axes`, returning the `Figure` and structured access to the `Axes`.
*   `Figure` objects are the top-level containers; they must contain one or more `Axes` objects.
*   `Axes` objects represent a plotting area and are contained within a `Figure`. They are the target of plotting commands like `plt.plot` (implicitly) or provide a `plot` method (explicitly, though the method signature isn't detailed here, only the relationship)."
"Based on the provided API structure for `AutoTokenizer`:

*   Direct instantiation using `AutoTokenizer()` is not allowed and will result in an error.
*   The component must be instantiated using the `AutoTokenizer.from_pretrained()` class method."
"Here are the rule-based checking constraints for the `DataCollatorWithPadding` API component:

*   **`tokenizer`**: Must be provided and must be an instance of `PreTrainedTokenizer` or `PreTrainedTokenizerFast`.
*   **`padding`**: If provided, must be a boolean, a string, or a `utils.PaddingStrategy` enum value. If a string, it must be one of the allowed values: `""longest""`, `""max_length""`, `""do_not_pad""`.
*   **`max_length`**: If provided, must be an integer.
*   **`pad_to_multiple_of`**: If provided, must be an integer.
*   **`return_tensors`**: If provided, must be a string and one of the allowed values: `""np""`, `""pt""`, `""tf""`."
"Based on the provided API structure for `AutoModelForSequenceClassification`, here are the rule-based checking constraints:

*   **Instantiation Constraint:** The `AutoModelForSequenceClassification` class *must not* be instantiated directly using its constructor (`AutoModelForSequenceClassification()`). Attempting to do so will result in an error.
*   **Factory Method Usage:** Instances of `AutoModelForSequenceClassification` (or the specific model it resolves to) *must* be created by calling one of the designated factory class methods:
    *   `AutoModelForSequenceClassification.from_pretrained(...)`
    *   `AutoModelForSequenceClassification.from_config(...)`"
"Here are important rule-based checking constraints for the `TrainingArguments` components:

*   **Parameter Value Ranges:**
    *   `per_device_train_batch_size`, `per_device_eval_batch_size`, `gradient_accumulation_steps`, `eval_accumulation_steps` (if set), `dataloader_num_workers`, `dataloader_prefetch_factor` (if set), `save_total_limit` (if set), `ddp_bucket_cap_mb` (if set), `ddp_timeout` (if set), `tpu_num_cores` (if set): Must be positive integers.
    *   `learning_rate`, `weight_decay`, `max_grad_norm`, `num_train_epochs`, `eval_delay` (if set), `neftune_noise_alpha` (if set): Must be non-negative.
    *   `adam_beta1`, `adam_beta2`: Must be between 0 and 1 (exclusive).
    *   `adam_epsilon`: Must be positive.
    *   `warmup_ratio`, `label_smoothing_factor`: Must be between 0.0 and 1.0 (inclusive).
    *   `max_steps`: Must be -1 or a positive integer.
    *   `past_index`: Must be -1 or a non-negative integer.
    *   `torch_empty_cache_steps`: Must be a positive integer if set.
*   **Choice/Enum Value Validation:**
    *   `eval_strategy`: Must be one of ""no"", ""steps"", ""epoch"", or a valid `IntervalStrategy`.
    *   `logging_strategy`: Must be one of ""no"", ""epoch"", ""steps"", or a valid `IntervalStrategy`.
    *   `save_strategy`: Must be one of ""no"", ""epoch"", ""steps"", ""best"", or a valid `SaveStrategy`.
    *   `lr_scheduler_type`: Must be a recognized scheduler type string or a valid `SchedulerType`.
    *   `log_level`, `log_level_replica`: Must be one of 'debug', 'info', 'warning', 'error', 'critical', 'passive'.
    *   `half_precision_backend`: Must be one of ""auto"", ""apex"", ""cpu_amp"".
    *   `ddp_backend`: If set, must be one of ""nccl"", ""mpi"", ""ccl"", ""gloo"", ""hccl"".
    *   `debug`: If not empty string or list, must contain ""underflow_overflow"" or ""tpu_metrics_debug"".
    *   `optim`: Must be a recognized optimizer name string or a valid `OptimizerNames`.
    *   `report_to`: If string, must be ""all"" or ""none"". If list, must contain supported platform strings.
    *   `hub_strategy`: Must be one of ""end"", ""every_save"", ""checkpoint"", ""all_checkpoints"", or a valid `HubStrategy`.
    *   `torchdynamo` (if set): Must be one of the specified backend strings (""eager"", ""aot_eager"", ""inductor"", etc.).
    *   `torch_compile_backend` (if set): Must be a valid PyTorch compile backend string.
    *   `torch_compile_mode` (if set): Must be a valid PyTorch compile mode string.
    *   `fsdp` (if not bool): Must be a string option or a list of string options from the description.
*   **Conditional Dependencies and Conflicts:**
    *   If `eval_strategy` is ""steps"", `eval_steps` must be a positive integer or a float in `[0, 1)`.
    *   If `logging_strategy` is ""steps"", `logging_steps` must be a positive integer or a float in `[0, 1)`.
    *   If `save_strategy` is ""steps"", `save_steps` must be a positive integer or a float in `[0, 1)`.
    *   If `max_steps` is set (> -1), it overrides `num_train_epochs`.
    *   If `warmup_steps` is set (> 0), it overrides `warmup_ratio`.
    *   If `load_best_model_at_end` is True, `save_strategy` must be the same as `eval_strategy`.
    *   If `load_best_model_at_end` is True and `save_strategy`/`eval_strategy` are ""steps"", `save_steps` should ideally be a multiple of `eval_steps`.
    *   `metric_for_best_model` and `greater_is_better` are only relevant if `load_best_model_at_end` is True.
    *   `ignore_data_skip` is primarily relevant when `resume_from_checkpoint` is set.
    *   `fsdp_config` is only relevant if `fsdp` is enabled.
    *   `deepspeed` is only relevant when using DeepSpeed. `deepspeed` and `fsdp` are typically mutually exclusive.
    *   `bf16` and `fp16` cannot both be True.
    *   `bf16_full_eval` is only relevant if `bf16` is True.
    *   `fp16_full_eval` is only relevant if `fp16` is True.
    *   `bf16_full_eval` and `fp16_full_eval` cannot both be True.
    *   `fp16_opt_level` is primarily relevant if `fp16` is True and `half_precision_backend` is ""apex"".
    *   `length_column_name` is ignored unless `group_by_length` is True and the dataset is a `Dataset`.
    *   `dataloader_persistent_workers` or `dataloader_prefetch_factor` require `dataloader_num_workers > 0`.
    *   `push_to_hub` set to True requires setting `hub_model_id` or having it inferable from `output_dir`.
    *   `hub_strategy`, `hub_token`, `hub_private_repo`, `hub_always_push` are only relevant if `push_to_hub` is True.
    *   `gradient_checkpointing_kwargs` is only relevant if `gradient_checkpointing` is True.
    *   `include_for_metrics` must be a list containing only ""inputs"" or ""loss"".
    *   `auto_find_batch_size` requires the `accelerate` library to be installed.
    *   Setting `torch_compile_backend` or `torch_compile_mode` implies `torch_compile=True`.
    *   `optim_target_modules` is only relevant for specific optimizer types (GaLore, APOLLO).
    *   `batch_eval_metrics` requires the `compute_metrics` function to accept a `compute_result` argument.
    *   `eval_on_start` is only relevant if evaluation (`do_eval` or `eval_strategy != ""no""`) is enabled.
    *   `use_liger_kernel` is only supported for specific models (llama, mistral, mixtral, gemma).
*   **Path/Format Validation:**
    *   `output_dir`: Should be a valid path.
    *   `logging_dir`: If set, should be a valid path.
    *   `resume_from_checkpoint`: If set, must be a path to a valid checkpoint directory.
    *   `fsdp_config` (if string): Must be a valid file path.
    *   `deepspeed` (if string): Must be a valid file path.
    *   `accelerator_config` (if string): Must be a valid file path.
    *   `fsdp_config` (if dict), `deepspeed` (if dict), `accelerator_config` (if dict), `gradient_checkpointing_kwargs` (if dict): Should conform to the expected dictionary structure/keys for the respective feature.
*   **Deprecation Checks:**
    *   `fp16_backend`: Usage should trigger a warning pointing to `half_precision_backend`.
    *   `use_mps_device`: Usage should trigger a warning as MPS is now handled automatically.
    *   `include_inputs_for_metrics`: Usage should trigger a warning pointing to `include_for_metrics`."
"Here are rule-based checking constraints for the Hugging Face `Trainer` component constructor arguments:

*   **model / model_init:** Either `model` or `model_init` must be provided. If `model_init` is provided, `model` should ideally not be provided (or the `model_init` takes precedence for training initialization).
*   **model type:** If `model` is provided, it should be an instance of `PreTrainedModel` or `torch.nn.Module`.
*   **model_init type:** If `model_init` is provided, it must be a callable function that returns a `PreTrainedModel` (optionally accepting a trial object).
*   **args type:** If `args` is provided, it must be an instance of `TrainingArguments`.
*   **data_collator type:** If `data_collator` is provided, it must be a `DataCollator` instance or compatible callable.
*   **train_dataset type:** If `train_dataset` is provided, it must be a `torch.utils.data.Dataset`, `torch.utils.data.IterableDataset`, or `datasets.Dataset`.
*   **eval_dataset type:** If `eval_dataset` is provided, it must be a `torch.utils.data.Dataset`, `datasets.Dataset`, or a dictionary mapping strings to these dataset types.
*   **eval_dataset dictionary keys:** If `eval_dataset` is a dictionary, the keys should be strings.
*   **processing_class type:** If `processing_class` is provided, it should be an instance of `PreTrainedTokenizerBase`, `BaseImageProcessor`, `FeatureExtractionMixin`, or `ProcessorMixin`.
*   **compute_loss_func type:** If `compute_loss_func` is provided, it must be a callable function with the signature `Callable[[raw_outputs, labels, accumulated_batch_size], loss]`.
*   **compute_metrics type:** If `compute_metrics` is provided, it must be a callable function with the signature `Callable[[EvalPrediction], Dict[str, float]]` or `Callable[[EvalPrediction, bool], Dict[str, float]]`. It must return a dictionary.
*   **callbacks type:** If `callbacks` is provided, it must be a list where each element is an instance of `TrainerCallback`.
*   **optimizers / optimizer_cls_and_kwargs:** `optimizers` and `optimizer_cls_and_kwargs` are mutually exclusive; only one should be provided if not using the default optimizer setup from `args`.
*   **optimizers type:** If `optimizers` is provided, it must be a tuple containing a `torch.optim.Optimizer` and a `torch.optim.lr_scheduler.LambdaLR`.
*   **optimizer_cls_and_kwargs type:** If `optimizer_cls_and_kwargs` is provided, it must be a tuple containing an optimizer class (`Type[torch.optim.Optimizer]`) and a dictionary of keyword arguments (`Dict[str, Any]`).
*   **preprocess_logits_for_metrics type:** If `preprocess_logits_for_metrics` is provided, it must be a callable function with the signature `Callable[[torch.Tensor, torch.Tensor], torch.Tensor]`."
"Here are the rule based checking constraints for the `notebook_login` component based on the provided structure:

*   The function `notebook_login` is specifically designed for notebook environments.
*   The `new_session` parameter must be of boolean type (`bool`).
*   The `write_permission` parameter, if provided, must be of boolean type (`bool`).
*   The `write_permission` parameter is ignored by the API, regardless of the value provided.
*   The `write_permission` parameter is deprecated and its use is discouraged.
*   The function itself does not return a specific value (returns `null`)."
"Here are the rule-based checking constraints for the `load_dataset` API component:

*   **path**: This parameter is mandatory. It must be a non-empty string representing a Hugging Face Hub repository identifier, a local directory path, or a local dataset script path.
*   **split**: If provided (not `None`), it must be a `datasets.Split` object or a string representing a valid split name or a combination of splits. Providing a `split` influences the return type to be a single `Dataset` or `IterableDataset`. If `split` is `None`, a dictionary of datasets (`DatasetDict` or `IterableDatasetDict`) is returned.
*   **data_files**: Must be a string, a sequence of strings, or a mapping from split names to strings or sequences of strings. This parameter is typically used when `path` refers to a generic data format builder (like 'csv', 'json', 'text', 'imagefolder') or a local path requiring explicit file specification.
*   **download_mode**: If provided as a string, it must be a valid string representation of a `datasets.DownloadMode` enum value (e.g., 'REUSE_DATASET_IF_EXISTS', 'REUSE_DATASET_IF_NOT_EXISTS', 'FORCE_DOWNLOAD').
*   **verification_mode**: If provided as a string, it must be a valid string representation of a `datasets.VerificationMode` enum value (e.g., 'BASIC_CHECKS', 'ALL_CHECKS', 'NO_CHECKS').
*   **ignore_verifications**: This parameter is deprecated since version 2.9.1. It should ideally not be used, especially in newer versions or if `verification_mode` is also provided. A checker should issue a warning.
*   **use_auth_token**: This parameter is deprecated since version 2.14.0 in favor of `token`. It should ideally not be used, especially in newer versions or if `token` is also provided. A checker should issue a warning. If both `use_auth_token` and `token` are provided, `token` takes precedence.
*   **task**: This parameter is deprecated since version 2.13.0. It should ideally not be used. A checker should issue a warning.
*   **streaming**: Must be a boolean. If `True`, the function returns an `IterableDataset` or `IterableDatasetDict`. If `False`, it returns a `Dataset` or `DatasetDict`.
*   **num_proc**: If provided, it must be an integer. If it's an integer, it must be non-negative (>= 0).
*   **Type Checks**: All other parameters (`name`, `data_dir`, `cache_dir`, `features`, `download_config`, `keep_in_memory`, `save_infos`, `revision`, `token`, `storage_options`, `**config_kwargs`) must match their specified types (string, boolean, int, specific object types like `Features`, `DownloadConfig`, `Split`, `Version`, or dictionary/sequence types)."
